Count;Train Loss;Train Loss2;Train error;Val Loss;Val error
0;0.7346855815500021;0.7837089683860541;0.163134765625;0.7392052787393332;0.247876953125
1;0.603174050450325;0.6608456273376941;0.12880859375;0.6595101859420538;0.198689453125
2;0.5459197199344635;0.6060659428685904;0.117265625;0.6161984312236309;0.181998046875
3;0.5091552897542715;0.5625347727537156;0.10533203125;0.6420092070996761;0.191576171875
4;0.49358248207718136;0.5408895020931959;0.10232421875;0.6167137786597013;0.180369140625
5;0.4813695580884814;0.5250972548127174;0.099619140625;0.612314865604043;0.1803828125
6;0.46990772284567356;0.5066155274957418;0.09681640625;0.5738558868318796;0.162009765625
7;0.47381611421704295;0.5174097910523414;0.098095703125;0.5451104164123535;0.155779296875
8;0.44824194416403773;0.48749591704458;0.0894140625;0.5138064861893654;0.13833984375
9;0.44363441623747346;0.4784261894226074;0.0894140625;0.5194696446657181;0.141150390625
10;0.42957995522767306;0.4631464050710201;0.08619140625;0.5302882442176342;0.147119140625
11;0.4257867683470249;0.4614496497064829;0.0849609375;0.5488706099390983;0.153591796875
12;0.4331308552250266;0.46317210398614406;0.087021484375;0.5698607960939407;0.1625390625
13;0.42035403318703174;0.44774558674544096;0.0856640625;0.5524071957767009;0.15392578125
14;0.41681179832667115;0.43957433439791205;0.08162109375;0.5253958622962236;0.135564453125
15;0.4059562340378761;0.43247867610305546;0.082880859375;0.5199950556904077;0.136978515625
16;0.3963355956599116;0.43047638818621636;0.07947265625;0.5487063927948475;0.148705078125
17;0.3977858156338334;0.42712771739810707;0.08029296875;0.5308859607204794;0.14238671875
18;0.3880078565701842;0.4158570858463645;0.07751953125;0.5200245785489679;0.139845703125
19;0.37682686861604453;0.4034146565943956;0.073701171875;0.5338521411120891;0.1426953125
20;0.37219365004450083;0.3988675598055124;0.07267578125;0.5100351864695549;0.13065625
21;0.37334578569978477;0.39774403601884845;0.07380859375;0.546152627825737;0.14564453125
22;0.3646962540596724;0.38733608938753605;0.0696875;0.5434902393519878;0.14194140625
23;0.3728137243911624;0.3942368408292532;0.07369140625;0.5344450144916773;0.13926171875
24;0.3612593450024724;0.37747331842780113;0.070361328125;0.5511221113801003;0.1441484375
25;0.3744138635694981;0.39529229536652566;0.07587890625;0.5987461704611778;0.159193359375
26;0.35537020102143285;0.3749358756840229;0.07064453125;0.5479612659662962;0.13725
27;0.34894280552864076;0.37705833941698075;0.066259765625;0.5385360102802516;0.13619921875
28;0.3522488201409578;0.3762897877395153;0.06953125;0.5722177650034428;0.14586328125
29;0.35304046466946604;0.37068728934973477;0.069638671875;0.5523129574730993;0.139123046875
30;0.3535911251232028;0.3680870598182082;0.070244140625;0.5385451439619064;0.135552734375
31;0.3432168934121728;0.36202926650643347;0.066982421875;0.5454420333057642;0.13624609375
32;0.3343550550937653;0.35016886964440347;0.0641796875;0.5534743410572409;0.136880859375
33;0.3323420912027359;0.34373657140880826;0.065048828125;0.569830502063036;0.141859375
34;0.3295353113859892;0.3459954584389925;0.064892578125;0.5686430180370807;0.1416328125
35;0.32569764025509357;0.34607195474207403;0.063955078125;0.5419906443506479;0.13505078125
36;0.33056142285466195;0.3459598299860954;0.06541015625;0.5759449188411235;0.1392890625
37;0.33106996297836305;0.34188708424568176;0.065185546875;0.5627000436782837;0.134732421875
38;0.3253892827033997;0.3464786820858717;0.0644921875;0.5658906188309193;0.139140625
39;0.3289464997500181;0.3454231284931302;0.06533203125;0.5654902626276016;0.1366953125
