Count;Train Loss;Train Loss2;Train error;Val Loss;Val error
0;0.9391393558681012;0.9166160590946675;0.183056640625;0.8622284389063716;0.240845703125
1;0.8227362166345119;0.8102876238524914;0.15130859375;0.811329777829349;0.2213818359375
2;0.7780683026462794;0.7644931414723396;0.143779296875;0.786140770226717;0.2045078125
3;0.7366731360554695;0.7309947656840086;0.12986328125;0.8089745990484953;0.2233046875
4;0.7200959341973067;0.7232894598692655;0.12578125;0.7520069382339716;0.1963291015625
5;0.6969377090781927;0.6906700094044208;0.12126953125;0.7540431559085846;0.20161328125
6;0.6861034446954727;0.6791382150352001;0.117763671875;0.7074986397475004;0.1798095703125
7;0.6929562310874462;0.6809917028993369;0.120654296875;0.6963376965001226;0.1786572265625
8;0.6627878674864769;0.6461747445911169;0.114443359375;0.677937321215868;0.165140625
9;0.6502047796547413;0.6291674178093671;0.11046875;0.6621320561319589;0.15807421875
10;0.6191283519566059;0.603763327486813;0.101875;0.6942498259916902;0.1687626953125
11;0.6170482677221298;0.6060143787413835;0.10154296875;0.6749540568739176;0.171453125
12;0.6148648402094841;0.6051639685034752;0.102060546875;0.7027990307211875;0.1801064453125
13;0.5894142062216997;0.5782030338793993;0.097685546875;0.6989620775207878;0.1781904296875
14;0.584723962917924;0.5675677099823951;0.09494140625;0.6505386835485697;0.153267578125
15;0.5782010255753994;0.5621589807793498;0.09390625;0.6571868140175938;0.1524013671875
16;0.5646233444660902;0.5551473195105792;0.09009765625;0.6395338991060853;0.1503994140625
17;0.5681688411533833;0.5548165640980005;0.093232421875;0.6546997970193624;0.1566669921875
18;0.5461302123218775;0.5323055623471737;0.084755859375;0.6521593045592308;0.151634765625
19;0.5457507671415806;0.5262307491898537;0.0844140625;0.6644092697203159;0.1573896484375
20;0.5325999460369348;0.515441524721682;0.083056640625;0.6279831550046802;0.1440595703125
21;0.5307719087600709;0.5174592864513398;0.081982421875;0.6385513481944799;0.1461767578125
22;0.5217603409290313;0.5047136165201664;0.077705078125;0.6489276046529412;0.1491005859375
23;0.5250982002168894;0.5105928123742342;0.082822265625;0.6355472103245556;0.14329296875
24;0.5057709946483374;0.49205299980938433;0.075234375;0.6553592493273318;0.1498203125
25;0.5200309385359287;0.5113834000378847;0.0826953125;0.6716819513812661;0.154099609375
26;0.49610420264303684;0.486635954529047;0.075615234375;0.632351643435657;0.1376171875
27;0.4947659865021706;0.48229860320687296;0.074755859375;0.6239631895646452;0.1363232421875
28;0.493083496466279;0.48519418507814405;0.0740625;0.6582687254026532;0.1448310546875
29;0.48827930096536876;0.4772695580869913;0.07298828125;0.6720013249516487;0.149169921875
30;0.48807010531425477;0.47459044106304643;0.07443359375;0.6406832777708769;0.1424453125
31;0.4866885796189308;0.469614745080471;0.0757421875;0.6375242307633161;0.136236328125
32;0.47221829928457737;0.4504607141017914;0.0705078125;0.6552084136456251;0.1435205078125
33;0.4767767722532153;0.45787695825099944;0.0714453125;0.6705746058821678;0.1459814453125
34;0.4614287073165178;0.447012641467154;0.067734375;0.6245315499529243;0.1303720703125
35;0.4630907839164138;0.44721330914646384;0.070185546875;0.64212035754323;0.1372998046875
36;0.4650378283858299;0.45455392368137837;0.070888671875;0.6412798467352986;0.1343955078125
37;0.4651277483254671;0.4431221091002226;0.070771484375;0.6379665947109461;0.1339248046875
38;0.4607462053745985;0.44913390807807446;0.0686328125;0.6333666399642826;0.134595703125
39;0.46003951773047447;0.4501203066110611;0.0690625;0.6531777110621333;0.1375068359375
40;0.4525523053109646;0.4371549564599991;0.0683203125;0.6785835469961167;0.143669921875
41;0.4383553122356534;0.42026820000261067;0.065078125;0.6383601054921746;0.1301767578125
42;0.4314671839773655;0.4217946644499898;0.064052734375;0.6641457717791199;0.1389296875
43;0.4363342321664095;0.43385931380093096;0.06404296875;0.6412680825293064;0.133166015625
44;0.4290396431833506;0.4194555400311947;0.062412109375;0.6652650265097618;0.14048828125
45;0.41957638166844846;0.4085260122641921;0.0616796875;0.6394046390093863;0.1323095703125
46;0.42472672782838344;0.41280520871281623;0.062919921875;0.6293309474363923;0.1301103515625
