Count;Train Loss;Train error;Val error
0;0.0;0.2121484375;0.222974609375
1;0.0;0.24666015625;0.231337890625
2;0.0;0.231796875;0.245462890625
3;0.0;0.2573046875;0.237869140625
4;0.0;0.25869140625;0.258365234375
5;0.0;0.2446484375;0.2540078125
6;0.0;0.27083984375;0.254873046875
7;0.0;0.2713671875;0.267427734375
8;0.0;0.2616015625;0.25371875
9;0.0;0.27921875;0.28034765625
10;0.0;0.26296875;0.239904296875
11;0.0;0.27962890625;0.320369140625
12;0.0;0.26091796875;0.28342578125
13;0.0;0.262578125;0.2706171875
14;0.0;0.27455078125;0.304849609375
15;0.0;0.26408203125;0.26467578125
16;0.0;0.27412109375;0.25102734375
17;0.0;0.24583984375;0.249642578125
18;0.0;0.2557421875;0.24416015625
19;0.0;0.2733984375;0.24284375
20;0.0;0.23904296875;0.272251953125
21;0.0;0.23337890625;0.254455078125
22;0.0;0.2479296875;0.224828125
23;0.0;0.2461328125;0.253369140625
24;0.0;0.23859375;0.224640625
25;0.0;0.2443359375;0.2655546875
26;0.0;0.23451171875;0.223158203125
27;0.0;0.219765625;0.267587890625
28;0.0;0.23037109375;0.232029296875
29;0.0;0.22431640625;0.2279296875
30;0.0;0.21787109375;0.21532421875
31;0.0;0.2341015625;0.216908203125
32;0.0;0.2245703125;0.2248125
33;0.0;0.2227734375;0.21159375
34;0.0;0.216015625;0.22261328125
35;0.0;0.2275390625;0.2103359375
36;0.0;0.220546875;0.218388671875
37;0.0;0.217890625;0.224162109375
38;0.0;0.20376953125;0.223841796875
39;0.0;0.198828125;0.225078125
40;0.0;0.2061328125;0.209681640625
41;0.0;0.20619140625;0.201912109375
42;0.0;0.216640625;0.191912109375
43;0.0;0.1894921875;0.2055703125
44;0.0;0.20779296875;0.19869921875
45;0.0;0.18998046875;0.20852734375
46;0.0;0.1940625;0.211421875
47;0.0;0.19849609375;0.194591796875
48;0.0;0.2028515625;0.192251953125
49;0.0;0.1993359375;0.1962734375
50;0.0;0.19474609375;0.18887890625
51;0.0;0.1947265625;0.192318359375
52;0.0;0.1901171875;0.189560546875
53;0.0;0.191484375;0.186291015625
54;0.0;0.195859375;0.180240234375
55;0.0;0.18751953125;0.18376171875
56;0.0;0.1858984375;0.192767578125
57;0.0;0.1878125;0.1952421875
58;0.0;0.1828515625;0.206341796875
59;0.0;0.19181640625;0.19418359375
60;0.0;0.1851953125;0.20830859375
61;0.0;0.1903515625;0.18263671875
62;0.0;0.1780859375;0.19071484375
63;0.0;0.185234375;0.182189453125
64;0.0;0.18376953125;0.18459375
65;0.0;0.18677734375;0.18379296875
66;0.0;0.18302734375;0.18359765625
67;0.0;0.18603515625;0.2027421875
68;0.0;0.17193359375;0.195064453125
69;0.0;0.1780078125;0.17823046875
70;0.0;0.18259765625;0.192623046875
71;0.0;0.1750390625;0.177810546875
72;0.0;0.17943359375;0.171826171875
73;0.0;0.18111328125;0.186478515625
74;0.0;0.1783984375;0.176904296875
75;0.0;0.18087890625;0.170978515625
76;0.0;0.17111328125;0.17817578125
77;0.0;0.18404296875;0.17278515625
78;0.0;0.1792578125;0.18533984375
79;0.0;0.17521484375;0.18001171875
80;0.0;0.175703125;0.180375
81;0.0;0.174140625;0.190375
82;0.0;0.17412109375;0.18215625
83;0.0;0.17126953125;0.174048828125
84;0.0;0.166484375;0.17625390625
85;0.0;0.17203125;0.17575390625
86;0.0;0.17619140625;0.173169921875
87;0.0;0.1776171875;0.17046484375
88;0.0;0.1721875;0.181873046875
89;0.0;0.16681640625;0.172755859375
90;0.0;0.1595703125;0.17092578125
91;0.0;0.17083984375;0.1686171875
92;0.0;0.1736328125;0.168140625
93;0.0;0.161171875;0.17033203125
94;0.0;0.1848046875;0.172900390625
95;0.0;0.1662109375;0.181673828125
96;0.0;0.1752734375;0.17086328125
97;0.0;0.1687109375;0.170875
