Count;Train Loss;Train error;Val Loss;Val error
0;0.8201146203279496;0.18333984375;0.0;0.272154296875
1;0.6265362901240588;0.1366015625;0.0;0.254423828125
2;0.5924221625924111;0.12501953125;0.0;0.2014248046875
3;0.5466903451085091;0.1116796875;0.0;0.217078125
4;0.5480921044945717;0.11359375;0.0;0.1858662109375
5;0.5074964407086372;0.10623046875;0.0;0.19194140625
6;0.49424670368433;0.10046875;0.0;0.1737490234375
7;0.4972742423415184;0.098125;0.0;0.1967509765625
8;0.477095572501421;0.0946484375;0.0;0.1693740234375
9;0.48269852370023725;0.09609375;0.0;0.177744140625
10;0.46770817682147026;0.095859375;0.0;0.1554443359375
11;0.4691804274916649;0.09181640625;0.0;0.174408203125
12;0.46247369930148124;0.09369140625;0.0;0.1595703125
13;0.4563599368929863;0.0895703125;0.0;0.158189453125
14;0.4655525110661983;0.09359375;0.0;0.174845703125
15;0.4594453737139702;0.09095703125;0.0;0.1461640625
16;0.4385958918184042;0.08501953125;0.0;0.14427734375
17;0.439371652752161;0.085703125;0.0;0.152224609375
18;0.43082995638251304;0.08435546875;0.0;0.14779296875
19;0.43424435928463934;0.0846875;0.0;0.1391552734375
20;0.4025061360001564;0.07845703125;0.0;0.1442138671875
21;0.42422113329172134;0.08474609375;0.0;0.146431640625
22;0.41395174592733386;0.08041015625;0.0;0.1482958984375
23;0.40592226162552836;0.078515625;0.0;0.1534189453125
24;0.41146153181791306;0.07912109375;0.0;0.136349609375
25;0.42221813552081583;0.08435546875;0.0;0.16536328125
26;0.39139401867985724;0.07650390625;0.0;0.1482900390625
27;0.3998467855900526;0.078515625;0.0;0.1568798828125
28;0.4074195123463869;0.077734375;0.0;0.13998046875
29;0.3785534515976906;0.0715234375;0.0;0.141708984375
30;0.3940902490913868;0.07669921875;0.0;0.1469990234375
31;0.38168707624077797;0.074375;0.0;0.1487373046875
32;0.36935386911034584;0.0687109375;0.0;0.1360791015625
33;0.38050538569688797;0.07255859375;0.0;0.1421474609375
34;0.3804856874793768;0.07427734375;0.0;0.142966796875
35;0.37073806539177895;0.07021484375;0.0;0.147294921875
36;0.3622546884417534;0.06896484375;0.0;0.1410478515625
37;0.37229228362441064;0.06990234375;0.0;0.1471513671875
38;0.3587829887866974;0.06791015625;0.0;0.13719140625
39;0.3633873177319765;0.067421875;0.0;0.148197265625
40;0.3474427665770054;0.06423828125;0.0;0.166978515625
41;0.34823134511709214;0.06568359375;0.0;0.1351728515625
42;0.3575866636633873;0.06677734375;0.0;0.1434091796875
43;0.3493548539280891;0.06408203125;0.0;0.143294921875
44;0.3482179754972458;0.0645703125;0.0;0.1418876953125
45;0.3375710365176201;0.0623828125;0.0;0.152154296875
46;0.35664158046245575;0.0676953125;0.0;0.1383583984375
47;0.3434530083835125;0.06537109375;0.0;0.136388671875
48;0.3387746350467205;0.064453125;0.0;0.14180078125
49;0.33292472079396246;0.0617578125;0.0;0.1421865234375
50;0.3578764018416405;0.06802734375;0.0;0.1403935546875
51;0.3420151901245117;0.06634765625;0.0;0.1515185546875
52;0.3335746559500694;0.06142578125;0.0;0.1420595703125
53;0.3152779585123062;0.05712890625;0.0;0.141623046875
54;0.3275061459839344;0.0607421875;0.0;0.1368642578125
55;0.3262864737212658;0.05888671875;0.0;0.138064453125
56;0.32301825761795044;0.06033203125;0.0;0.147060546875
57;0.33771066322922705;0.06306640625;0.0;0.153400390625
58;0.32047747284173966;0.05865234375;0.0;0.1384892578125
59;0.3356111952662468;0.06388671875;0.0;0.1466806640625
60;0.3334937399625778;0.0640625;0.0;0.13794921875
61;0.335771369561553;0.06615234375;0.0;0.14776953125
62;0.32067947335541247;0.06236328125;0.0;0.143146484375
63;0.3330110487341881;0.064609375;0.0;0.1385810546875
64;0.3164513924717903;0.06052734375;0.0;0.141962890625
65;0.3203914800286293;0.0605078125;0.0;0.140697265625
66;0.30461054168641566;0.0565234375;0.0;0.1425537109375
67;0.32701419085264205;0.0628515625;0.0;0.1454208984375
68;0.30765904873609545;0.05849609375;0.0;0.1459921875
69;0.3182825538516045;0.0597265625;0.0;0.144169921875
70;0.3088989896327257;0.05853515625;0.0;0.147224609375
71;0.31979552082717416;0.06228515625;0.0;0.139080078125
72;0.3127077579498291;0.059609375;0.0;0.1393671875
73;0.3107790353149176;0.05794921875;0.0;0.1380556640625
74;0.31517165184020995;0.06064453125;0.0;0.1410498046875
75;0.3143085001409054;0.059453125;0.0;0.14435546875
76;0.31242224663496015;0.05962890625;0.0;0.142328125
77;0.3115952090919018;0.05962890625;0.0;0.1348291015625
78;0.3236615967005491;0.064296875;0.0;0.1413427734375
79;0.31856857031583785;0.06083984375;0.0;0.1354140625
80;0.31803246825933457;0.06416015625;0.0;0.14284375
81;0.3138241930305958;0.06154296875;0.0;0.1451240234375
82;0.3115282063186169;0.06099609375;0.0;0.137884765625
83;0.3157360662519932;0.06259765625;0.0;0.143962890625
84;0.30366731353104115;0.05826171875;0.0;0.1482353515625
85;0.3039363113045692;0.05876953125;0.0;0.141720703125
86;0.29916430383920667;0.05576171875;0.0;0.144994140625
87;0.3093498286604881;0.06138671875;0.0;0.13973828125
88;0.302206766679883;0.057265625;0.0;0.143470703125
89;0.294213505834341;0.0576953125;0.0;0.1344033203125
90;0.29717456832528116;0.0566796875;0.0;0.1369248046875
91;0.30008895859122275;0.0569140625;0.0;0.1391015625
92;0.3113553239405155;0.06001953125;0.0;0.14466015625
93;0.29617790669202804;0.05619140625;0.0;0.1404111328125
94;0.31463213711977006;0.0603125;0.0;0.138142578125
95;0.2977458564937115;0.05873046875;0.0;0.140373046875
96;0.2995116587728262;0.05904296875;0.0;0.1443623046875
97;0.3005008236318827;0.058828125;0.0;0.1362041015625
98;0.3014854022860527;0.0576171875;0.0;0.1357783203125
99;0.2881559799611568;0.05544921875;0.0;0.137599609375
100;0.2965081138908863;0.058046875;0.0;0.13562109375
101;0.291911446750164;0.05685546875;0.0;0.141955078125
102;0.2890822336822748;0.0552734375;0.0;0.1415927734375
103;0.29822941675782205;0.0598046875;0.0;0.1439072265625
104;0.28553315982222555;0.0526953125;0.0;0.147521484375
105;0.2966082191467285;0.059140625;0.0;0.1424462890625
106;0.2843348401784897;0.05541015625;0.0;0.135111328125
107;0.29345915749669077;0.0584375;0.0;0.1362587890625
108;0.29501165792346;0.05662109375;0.0;0.136611328125
109;0.29514032319188116;0.0559375;0.0;0.137060546875
110;0.29218616358935834;0.0582421875;0.0;0.1346962890625
111;0.28983870707452297;0.05580078125;0.0;0.13928515625
112;0.27901376351714136;0.0532421875;0.0;0.1395166015625
113;0.27665139697492125;0.05087890625;0.0;0.138181640625
114;0.2835937660932541;0.053671875;0.0;0.138841796875
115;0.2741705147922039;0.0516796875;0.0;0.139556640625
116;0.28054912231862544;0.05208984375;0.0;0.1379990234375
117;0.2805071225762367;0.05521484375;0.0;0.1395908203125
118;0.2896550499647856;0.0569921875;0.0;0.1403671875
119;0.2942834862321615;0.05763671875;0.0;0.1340458984375
120;0.2780782266706228;0.0525390625;0.0;0.1379814453125
121;0.27808732494711874;0.05376953125;0.0;0.140939453125
122;0.27360297434031966;0.053203125;0.0;0.1430654296875
123;0.27851552948355673;0.05443359375;0.0;0.1413271484375
124;0.2807373309135437;0.0540234375;0.0;0.144330078125
125;0.28838822945952414;0.05638671875;0.0;0.141599609375
126;0.2727678219974041;0.051875;0.0;0.1390029296875
127;0.28052780643105507;0.05541015625;0.0;0.1461435546875
128;0.28418227791786194;0.05634765625;0.0;0.1377841796875
129;0.27286419361829756;0.05271484375;0.0;0.1449296875
130;0.2861188689619303;0.05595703125;0.0;0.13833984375
131;0.2850816344469786;0.05396484375;0.0;0.143068359375
132;0.2913024430721998;0.05919921875;0.0;0.1420673828125
133;0.2833758261054754;0.05724609375;0.0;0.1432294921875
134;0.2743469361960888;0.0533203125;0.0;0.142833984375
135;0.28652744352817533;0.05666015625;0.0;0.1392216796875
136;0.28124212853610514;0.05595703125;0.0;0.135216796875
137;0.2913602167367935;0.05763671875;0.0;0.1352978515625
138;0.27608721822500226;0.05337890625;0.0;0.1319814453125
139;0.2795416307449341;0.0545703125;0.0;0.1385625
140;0.27877786122262477;0.0553515625;0.0;0.1361357421875
141;0.2716733591258526;0.05275390625;0.0;0.1456953125
142;0.27525388322770594;0.05361328125;0.0;0.1500986328125
143;0.2742454145848751;0.0541796875;0.0;0.1408515625
144;0.27373101554811;0.05349609375;0.0;0.1377841796875
145;0.27042266249656677;0.0512890625;0.0;0.137205078125
146;0.2812411072105169;0.05556640625;0.0;0.134330078125
147;0.2740113341063261;0.05431640625;0.0;0.13673828125
148;0.2672057693451643;0.0522265625;0.0;0.1403603515625
149;0.26667154967784884;0.05166015625;0.0;0.135732421875
150;0.2738327158242464;0.05376953125;0.0;0.14001953125
151;0.27286513343453406;0.05318359375;0.0;0.1429208984375
152;0.2735543304681778;0.0534375;0.0;0.14069140625
153;0.28676957041025164;0.058515625;0.0;0.1386064453125
154;0.2725983975082636;0.05248046875;0.0;0.140607421875
155;0.26837685599923133;0.0515234375;0.0;0.13683984375
156;0.2713702030479908;0.055625;0.0;0.134712890625
157;0.26877869948744776;0.05427734375;0.0;0.1369873046875
158;0.2727228683233261;0.05328125;0.0;0.1435986328125
159;0.26384029306471346;0.0508984375;0.0;0.13194921875
160;0.262396260201931;0.051796875;0.0;0.1380693359375
161;0.27935975849628447;0.057421875;0.0;0.1417265625
162;0.2760111404955387;0.053828125;0.0;0.1384462890625
163;0.2737218923866749;0.05318359375;0.0;0.14240234375
164;0.2676541250944138;0.05181640625;0.0;0.1417919921875
165;0.2707516272366047;0.05275390625;0.0;0.1441005859375
166;0.26719022549688815;0.0518359375;0.0;0.139380859375
167;0.27459221877157686;0.0543359375;0.0;0.137052734375
168;0.26939581595361234;0.05375;0.0;0.1399404296875
169;0.2668937858939171;0.05203125;0.0;0.136287109375
170;0.2680096760392189;0.05314453125;0.0;0.13790234375
171;0.2648949413746595;0.05171875;0.0;0.135953125
172;0.2628851567953825;0.05263671875;0.0;0.1377685546875
173;0.2525270613282919;0.04974609375;0.0;0.1429267578125
174;0.2744300074875355;0.0561328125;0.0;0.1415634765625
175;0.27028631798923014;0.05232421875;0.0;0.1392578125
176;0.2650742452591658;0.05279296875;0.0;0.141669921875
177;0.26142638370394705;0.04966796875;0.0;0.1362333984375
178;0.2595903939008713;0.05193359375;0.0;0.133373046875
179;0.26548310846090317;0.05302734375;0.0;0.13441796875
180;0.2609804564714432;0.05203125;0.0;0.134392578125
181;0.2650765638053417;0.0530859375;0.0;0.1392509765625
182;0.2655262739211321;0.052421875;0.0;0.136091796875
183;0.2662318167835474;0.05380859375;0.0;0.144384765625
184;0.26447958417236805;0.05451171875;0.0;0.15018359375
185;0.2587365049868822;0.0495703125;0.0;0.1359775390625
186;0.2648089361935854;0.0542578125;0.0;0.136119140625
187;0.25457387551665306;0.04970703125;0.0;0.137365234375
188;0.26025746077299117;0.05177734375;0.0;0.140919921875
189;0.2577734982967377;0.050546875;0.0;0.1375390625
190;0.2561072042584419;0.0516796875;0.0;0.133234375
191;0.26692633107304575;0.052421875;0.0;0.1380439453125
192;0.26231054253876207;0.0523046875;0.0;0.1356376953125
193;0.26509541749954224;0.0512890625;0.0;0.136029296875
194;0.25507314592599867;0.05015625;0.0;0.136373046875
