Count;Train Loss;Train error;Val error
0;0.0;0.21228515625;0.2208828125
1;0.0;0.2346484375;0.229033203125
2;0.0;0.23490234375;0.244119140625
3;0.0;0.256875;0.241775390625
4;0.0;0.2574609375;0.26243359375
5;0.0;0.24578125;0.248599609375
6;0.0;0.267421875;0.2539140625
7;0.0;0.2722265625;0.263330078125
8;0.0;0.2618359375;0.25422265625
9;0.0;0.2785546875;0.292748046875
10;0.0;0.2616015625;0.242220703125
11;0.0;0.26775390625;0.318263671875
12;0.0;0.2592578125;0.29028125
13;0.0;0.2609375;0.264345703125
14;0.0;0.27125;0.285626953125
15;0.0;0.26142578125;0.258421875
16;0.0;0.26919921875;0.247251953125
17;0.0;0.24482421875;0.243783203125
18;0.0;0.24970703125;0.244798828125
19;0.0;0.27669921875;0.245634765625
20;0.0;0.23876953125;0.273837890625
21;0.0;0.232890625;0.253298828125
22;0.0;0.24884765625;0.225646484375
23;0.0;0.253515625;0.253009765625
24;0.0;0.2434375;0.2303671875
25;0.0;0.242421875;0.263501953125
26;0.0;0.23107421875;0.21995703125
27;0.0;0.2165625;0.2559609375
28;0.0;0.22685546875;0.23466015625
29;0.0;0.22130859375;0.2268203125
30;0.0;0.2154296875;0.214849609375
31;0.0;0.218203125;0.2111484375
32;0.0;0.217265625;0.223982421875
33;0.0;0.2188671875;0.20921484375
34;0.0;0.2130859375;0.228298828125
35;0.0;0.222890625;0.212595703125
36;0.0;0.2132421875;0.212375
37;0.0;0.21732421875;0.223703125
38;0.0;0.20513671875;0.22593359375
39;0.0;0.2000390625;0.206548828125
40;0.0;0.2007421875;0.21023046875
41;0.0;0.20587890625;0.201203125
42;0.0;0.21111328125;0.191380859375
43;0.0;0.18736328125;0.198451171875
44;0.0;0.20259765625;0.19640234375
45;0.0;0.18923828125;0.215126953125
46;0.0;0.192890625;0.20476953125
47;0.0;0.19607421875;0.189283203125
48;0.0;0.1925390625;0.189654296875
49;0.0;0.1975;0.194001953125
50;0.0;0.19296875;0.1871328125
51;0.0;0.1894921875;0.189048828125
52;0.0;0.18921875;0.185740234375
53;0.0;0.18392578125;0.183740234375
54;0.0;0.1945703125;0.17921484375
55;0.0;0.18814453125;0.183779296875
56;0.0;0.18564453125;0.191951171875
57;0.0;0.1901171875;0.195892578125
58;0.0;0.1815234375;0.202431640625
59;0.0;0.18896484375;0.19776953125
60;0.0;0.1837890625;0.2084375
61;0.0;0.19146484375;0.185353515625
62;0.0;0.17916015625;0.19084765625
63;0.0;0.184609375;0.181205078125
64;0.0;0.181953125;0.18317578125
65;0.0;0.18447265625;0.183392578125
66;0.0;0.17732421875;0.182892578125
67;0.0;0.1865625;0.19192578125
68;0.0;0.169609375;0.198861328125
69;0.0;0.1777734375;0.175974609375
70;0.0;0.178984375;0.19507421875
71;0.0;0.1750390625;0.17916796875
72;0.0;0.17923828125;0.17147265625
73;0.0;0.181953125;0.182916015625
74;0.0;0.1778125;0.17346875
75;0.0;0.1808984375;0.170564453125
76;0.0;0.17216796875;0.176701171875
77;0.0;0.1830859375;0.1718671875
78;0.0;0.17865234375;0.186259765625
79;0.0;0.17466796875;0.17825390625
80;0.0;0.175390625;0.18569140625
81;0.0;0.17310546875;0.1946875
82;0.0;0.1724609375;0.180904296875
83;0.0;0.17087890625;0.174771484375
84;0.0;0.16708984375;0.175787109375
85;0.0;0.17212890625;0.17584765625
86;0.0;0.17708984375;0.174892578125
87;0.0;0.1757421875;0.170880859375
88;0.0;0.1730859375;0.182697265625
89;0.0;0.16576171875;0.173263671875
90;0.0;0.162734375;0.168447265625
91;0.0;0.170390625;0.16736328125
92;0.0;0.17583984375;0.169546875
93;0.0;0.1625;0.169220703125
94;0.0;0.18376953125;0.16769921875
95;0.0;0.16693359375;0.178291015625
96;0.0;0.17388671875;0.17299609375
97;0.0;0.168828125;0.1716953125
98;0.0;0.1640625;0.1747265625
99;0.0;0.16833984375;0.17032421875
100;0.0;0.168984375;0.168787109375
101;0.0;0.169609375;0.165072265625
102;0.0;0.16392578125;0.169333984375
103;0.0;0.16580078125;0.176466796875
104;0.0;0.1641796875;0.17367578125
105;0.0;0.17177734375;0.17080859375
106;0.0;0.1640625;0.171537109375
107;0.0;0.16673828125;0.16577734375
108;0.0;0.16787109375;0.200142578125
109;0.0;0.161640625;0.18882421875
110;0.0;0.16478515625;0.1663046875
111;0.0;0.164296875;0.166927734375
112;0.0;0.15859375;0.182806640625
113;0.0;0.1596875;0.166787109375
114;0.0;0.168359375;0.168537109375
115;0.0;0.16212890625;0.170158203125
116;0.0;0.16;0.17052734375
117;0.0;0.16064453125;0.18414453125
118;0.0;0.16333984375;0.17114453125
119;0.0;0.1643359375;0.1753359375
120;0.0;0.15865234375;0.1770390625
121;0.0;0.1625;0.179041015625
122;0.0;0.16189453125;0.170921875
123;0.0;0.16251953125;0.177259765625
124;0.0;0.16208984375;0.18476171875
125;0.0;0.16935546875;0.1675859375
126;0.0;0.16056640625;0.170908203125
127;0.0;0.16169921875;0.191806640625
128;0.0;0.16611328125;0.1713671875
129;0.0;0.15671875;0.1640546875
130;0.0;0.16693359375;0.16516015625
131;0.0;0.15974609375;0.175921875
132;0.0;0.16916015625;0.16723046875
133;0.0;0.160703125;0.17073046875
134;0.0;0.1609375;0.171134765625
135;0.0;0.162265625;0.165375
136;0.0;0.16431640625;0.16443359375
137;0.0;0.1671484375;0.1740703125
138;0.0;0.1587890625;0.184626953125
139;0.0;0.1581640625;0.16598828125
140;0.0;0.15703125;0.170802734375
141;0.0;0.15474609375;0.163328125
142;0.0;0.157890625;0.184224609375
143;0.0;0.15853515625;0.17490625
144;0.0;0.15587890625;0.177365234375
145;0.0;0.15494140625;0.1640703125
146;0.0;0.16525390625;0.173763671875
147;0.0;0.16072265625;0.170458984375
148;0.0;0.1594921875;0.168923828125
149;0.0;0.14953125;0.1733125
150;0.0;0.16177734375;0.172501953125
151;0.0;0.1584375;0.170765625
152;0.0;0.160390625;0.160607421875
153;0.0;0.1659375;0.15979296875
154;0.0;0.15732421875;0.16886328125
155;0.0;0.1572265625;0.17021484375
156;0.0;0.1600390625;0.166134765625
157;0.0;0.1583203125;0.1630546875
158;0.0;0.1581640625;0.17949609375
159;0.0;0.1566015625;0.165078125
160;0.0;0.15578125;0.17211328125
161;0.0;0.1665625;0.18703125
162;0.0;0.16224609375;0.18031640625
163;0.0;0.16212890625;0.1632109375
164;0.0;0.15603515625;0.189482421875
165;0.0;0.1606640625;0.16604296875
166;0.0;0.15873046875;0.169546875
167;0.0;0.1604296875;0.168568359375
168;0.0;0.1578125;0.1687109375
169;0.0;0.15779296875;0.180791015625
170;0.0;0.1591796875;0.160634765625
171;0.0;0.15853515625;0.16609375
172;0.0;0.15818359375;0.164298828125
173;0.0;0.1501171875;0.170853515625
174;0.0;0.1653515625;0.1620078125
175;0.0;0.15904296875;0.162826171875
176;0.0;0.1546875;0.164291015625
177;0.0;0.15486328125;0.16277734375
178;0.0;0.1553125;0.164421875
179;0.0;0.1583984375;0.16528515625
180;0.0;0.1526171875;0.165884765625
181;0.0;0.15517578125;0.15983984375
182;0.0;0.1554296875;0.16375390625
