Count;Train Loss;Train Loss2;Train error;Val Loss;Val error
0;0.8336968925595284;1.0641517874598503;0.175859375;1.09096291513741;0.4464609375
1;0.6507997187972069;0.9641967524588108;0.130390625;1.012774354621768;0.39193359375
2;0.5951641872525215;0.9228813855350018;0.116796875;0.9837065465450286;0.3627734375
3;0.5448676715791225;0.8725831945240498;0.103203125;1.0941595355570317;0.4376484375
4;0.5085695074498653;0.8533619871735573;0.091796875;0.9031866450160742;0.33147265625
5;0.5006778964400291;0.8513130117952824;0.0908984375;0.9430790941417218;0.3428046875
6;0.4857738435268402;0.8471747449040413;0.0834375;0.8786965496242046;0.31185546875
7;0.4880359824001789;0.861852462887764;0.089375;0.877013758212328;0.32055078125
8;0.4656157816946507;0.837497868835926;0.0791015625;0.8213568719029427;0.28176171875
9;0.4450806116312742;0.8339004975557327;0.0742578125;0.8143518744260073;0.283875
10;0.44980248242616655;0.7971236452460289;0.075;0.7887744830101728;0.26421484375
11;0.43786735489964485;0.8082016709446908;0.0717578125;0.9690554028451442;0.3495859375
12;0.4387552677839994;0.8230625998973846;0.0683203125;0.9612637844532729;0.34908984375
13;0.439752743318677;0.8214381301403045;0.0716796875;0.8423475459367037;0.30709765625
14;0.4261347175389528;0.8022057510912418;0.067109375;0.8794197049587965;0.302515625
15;0.4133588556945324;0.809760062918067;0.0649609375;0.8599853879809379;0.30564453125
16;0.4215055339038372;0.8215192680060863;0.0662890625;0.8676471104919911;0.32237109375
17;0.4290114472806454;0.8365956950187683;0.068828125;0.9379685162454844;0.33892578125
18;0.41072435341775415;0.7940322741866112;0.064765625;0.9074021743983031;0.330234375
19;0.415348218716681;0.7677672211080789;0.065234375;1.0044324848800898;0.372140625
20;0.40954169049859046;0.7887012554705143;0.06375;0.8378811536133289;0.30200390625
21;0.4215961445122957;0.7987228783965111;0.0680078125;0.8461399401277304;0.30030078125
22;0.4071105021238327;0.7745229113847018;0.0628125;1.0002319340705872;0.3629140625
23;0.4379779690504074;0.8245000585913658;0.0662890625;0.8243160626888275;0.29431640625
24;0.4027997348457575;0.7738970729708672;0.06109375;0.8243261622786522;0.2862734375
25;0.4259226383268833;0.8463157851994038;0.0680859375;0.8354178647100925;0.28674609375
