Count;Train Loss;Train Loss2;Train error;Val Loss;Val error
0;0.7510142610222101;0.8203042192012071;0.1703515625;0.774656093865633;0.23751171875
1;0.6014018509536981;0.7087992791831493;0.128818359375;0.6829348971098661;0.200853515625
2;0.5488163962215186;0.6495168478041887;0.118564453125;0.6390716078281402;0.183208984375
3;0.5112474000453949;0.5863696095347405;0.105390625;0.7365259032845497;0.21288671875
4;0.48930099096149204;0.5652385605499148;0.100625;0.6311842542886734;0.175828125
5;0.47955970145761967;0.55181320913136;0.097958984375;0.6731196911484003;0.19767578125
6;0.46624068707227706;0.5328336393833161;0.095771484375;0.5809157055616379;0.15151953125
7;0.4656340766698122;0.5360046022385359;0.095771484375;0.5888982157707214;0.156716796875
8;0.4382950922101736;0.5135228402912617;0.088232421875;0.5337908188551664;0.1362109375
9;0.4352715539932251;0.510719048678875;0.0874609375;0.5349444135352969;0.1376328125
10;0.41068495888262985;0.49095430232584475;0.08046875;0.5486928990781307;0.149185546875
11;0.39880407571792603;0.4872120290994644;0.077626953125;0.5782997872829437;0.158267578125
12;0.3953917428478599;0.4975192592293024;0.077001953125;0.6031194891631603;0.161806640625
13;0.3792699330300093;0.47093318317085503;0.074306640625;0.5904174178242684;0.16230859375
14;0.3814580933377147;0.4563720093667507;0.073291015625;0.5519150973707437;0.141240234375
15;0.3698165587335825;0.4501723049022257;0.070224609375;0.525058614179492;0.1328515625
16;0.36244643773883584;0.4509350501745939;0.069033203125;0.5772428216412664;0.14310546875
17;0.36053213872015477;0.44796934206038713;0.06916015625;0.5909544863700866;0.162513671875
18;0.3511416591703892;0.43813130639493464;0.066171875;0.606346233278513;0.1698984375
19;0.34724205058068036;0.4347880231589079;0.064482421875;0.5577132965177297;0.14379296875
20;0.3384085589274764;0.4274776479229331;0.063544921875;0.5412759890034795;0.13687109375
21;0.3405083255469799;0.41517081804573536;0.06314453125;0.5697968196794391;0.14776171875
22;0.32669518925249574;0.4110685832053423;0.059140625;0.5750095776841044;0.149244140625
23;0.3348366295918822;0.417448346465826;0.064052734375;0.5827296333312988;0.154501953125
24;0.31820527747273447;0.4030642286688089;0.058642578125;0.5991817467361689;0.154267578125
25;0.3306660523638129;0.4346114795655012;0.062099609375;0.6059726253151894;0.15480078125
26;0.30816441427916286;0.40700458295643327;0.05591796875;0.5876603365391493;0.152744140625
27;0.3108793935552239;0.3988219255208969;0.056162109375;0.6174592595472932;0.15878515625
28;0.3094984497874975;0.41407439328730106;0.057021484375;0.6340135351195931;0.166390625
29;0.3043275485932827;0.40110680740326643;0.055263671875;0.6123037147670984;0.15451171875
30;0.30729783941060307;0.404379799105227;0.0571484375;0.5917979565560818;0.14828515625
31;0.2937014492601156;0.39541182104498146;0.0534765625;0.5849447878152132;0.14594921875
32;0.2861886015534401;0.3825358295440674;0.050751953125;0.5741558231636882;0.138775390625
33;0.28568770993500947;0.4012413264811039;0.051455078125;0.6120271982103587;0.153669921875
34;0.28150188267230986;0.382283144518733;0.0505078125;0.6049224597811699;0.1426796875
