Count;Train Loss;Train Loss2;Train error;Val Loss;Val error
0;0.7533631372451782;0.8451538083702326;0.170078125;0.8122945820242167;0.28905859375
1;0.6065921625494957;0.7247959343343973;0.130830078125;0.7087576984018087;0.210765625
2;0.5612963515520096;0.6479970947653055;0.11921875;0.6530656153559685;0.185125
3;0.5262593486905098;0.5827736590057612;0.109033203125;0.6730059895962477;0.19608203125
4;0.5059841847419739;0.5645567430183291;0.10388671875;0.6301667758524417;0.17738671875
5;0.4863151839002967;0.5422506461292506;0.101201171875;0.6241398701071739;0.176140625
6;0.48291717350482943;0.5272233955562114;0.098330078125;0.5905856848806142;0.161236328125
7;0.48040699392557146;0.5260192750394345;0.099326171875;0.5556042385846376;0.1511796875
8;0.4608728705346584;0.4978396201878786;0.0948828125;0.5130997179746628;0.1371171875
9;0.45380698278546333;0.4903008060902357;0.093740234375;0.5311160213351249;0.140373046875
10;0.4347391618788242;0.4715282023884356;0.087568359375;0.5382811102420092;0.143205078125
11;0.42795171447098257;0.4722584669291973;0.08615234375;0.5613939708918333;0.153826171875
12;0.42390305899083613;0.4722001447528601;0.085380859375;0.5560372896939516;0.15501953125
13;0.40984935127198696;0.45347377423197033;0.083603515625;0.5527073964476585;0.15066796875
14;0.4105016927421093;0.44914436761289833;0.080625;0.5353786409646273;0.13894140625
15;0.40384734809398654;0.44471218694001435;0.08232421875;0.5456437654942274;0.142123046875
16;0.3935098794847727;0.4402200047671795;0.07830078125;0.5472434629350901;0.145865234375
17;0.39574486054480074;0.4430792450532317;0.079921875;0.5389464346840978;0.144033203125
18;0.3745336702466011;0.41948479898273944;0.073017578125;0.5593742556422949;0.148720703125
19;0.3745714842900634;0.41199911810457707;0.073955078125;0.5568523733615875;0.149673828125
20;0.369113777205348;0.41165456525981425;0.072978515625;0.5198403450846673;0.135134765625
21;0.37451811891049147;0.4123660162463784;0.07318359375;0.5509873147457838;0.141701171875
22;0.361336038261652;0.3992866901308298;0.069814453125;0.5681199610680342;0.14745703125
23;0.3680605436116457;0.4011452253907919;0.07220703125;0.5587499804198742;0.145369140625
24;0.35175902090966704;0.38956101156771183;0.06869140625;0.5654526390433311;0.14617578125
25;0.3669630064815283;0.40344899021089076;0.073388671875;0.6114358193576336;0.16031640625
26;0.3502083293348551;0.39025286480784416;0.068525390625;0.5396109117716551;0.134455078125
27;0.3498617746680975;0.38613064520061013;0.066748046875;0.5637314221858978;0.141310546875
