Count;Train Loss;Train Loss2;Train error;Val Loss;Val error
0;0.7435803443938493;0.7834578058123589;0.16029296875;0.7196739559024572;0.23240625
1;0.5835135440528393;0.6487071234732866;0.12009765625;0.6513319827318191;0.206751953125
2;0.5513648299127817;0.6014269938319922;0.11423828125;0.6254874224364757;0.1908623046875
3;0.5111308091878891;0.5548803144693375;0.102470703125;0.6348048250749707;0.1952607421875
4;0.5015875332802534;0.5408278309926391;0.099482421875;0.5980150569975377;0.178771484375
5;0.4850634042173624;0.526777418628335;0.0965234375;0.581510683581233;0.172369140625
6;0.47470163375139235;0.5097419963777066;0.091943359375;0.5406757258400321;0.1523271484375
7;0.48257213458418846;0.5115376321971417;0.094794921875;0.5525334264487028;0.1557578125
8;0.4537696684896946;0.48625277817249296;0.08666015625;0.5293817030489445;0.1472216796875
9;0.4421643817424774;0.47600625865161417;0.08615234375;0.5315091476142406;0.148568359375
10;0.4254643298685551;0.4601818094775081;0.080986328125;0.5310413723811507;0.14722265625
11;0.42271602727472785;0.46021657057106496;0.08123046875;0.5689321401640772;0.15959765625
12;0.4251509717479348;0.45764178428798913;0.081787109375;0.5665395834967494;0.1575185546875
13;0.40670680548995736;0.43927007015794517;0.078203125;0.553691850952804;0.150490234375
14;0.40763233315199615;0.4307359156012535;0.07818359375;0.5135784811973572;0.1364306640625
15;0.39469077479094267;0.4281453423202038;0.076201171875;0.5415012932047248;0.1444296875
16;0.3902775402739644;0.42599586464464667;0.0742578125;0.5245940478369594;0.1362568359375
17;0.3884845020994544;0.4241299110278487;0.074794921875;0.5481783519126475;0.148796875
18;0.36665357641875745;0.40976484391838314;0.068623046875;0.5394993318393827;0.1419169921875
19;0.36004358548671006;0.4006189819425344;0.06578125;0.5439097610674799;0.1434501953125
20;0.35873221285641194;0.3988098221644759;0.067294921875;0.5224084925204515;0.135166015625
21;0.35484585966914894;0.39884948812425136;0.06498046875;0.5463482565321028;0.1441865234375
22;0.3479307931661606;0.38987913470715285;0.064482421875;0.5495979079902172;0.143880859375
23;0.35568189196288585;0.3952167930454016;0.065810546875;0.5616416045874357;0.1493447265625
24;0.333293577209115;0.38012097842991355;0.060380859375;0.5489229452386498;0.140521484375
25;0.3475751706212759;0.39940316110849383;0.063662109375;0.5796883435025811;0.1516796875
26;0.32914564657956363;0.3736681118607521;0.06017578125;0.5396337665319443;0.13719140625
27;0.3272516371309757;0.37410483121871946;0.057392578125;0.5276962801665067;0.1333310546875
28;0.3264872356504202;0.3765104741603136;0.058935546875;0.5594476765282452;0.142728515625
29;0.32652175027877095;0.3706404766812921;0.058935546875;0.5683779464587569;0.1423095703125
30;0.32834678795188665;0.37204092506319286;0.061103515625;0.5492556907236577;0.1394033203125
31;0.31771106652915476;0.36407997872680425;0.05837890625;0.5506961314603687;0.1368818359375
32;0.3102532156556845;0.35105782620608805;0.056630859375;0.5512617082633078;0.1351044921875
33;0.3124902053922415;0.3566177249327302;0.05734375;0.575899899482727;0.14342578125
